,1981-82,1982-83,1983-84,1984-85,1985-86,1986-87,1987-88,1988-89,1989-90,1990-91,1991-92,1992-93,1993-94,1994-95,1995-96,1996-97,1997-98,1998-99,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,2027-28
Historical,6.0,7.3,8.7,9.2,9.5,9.7,9.6,9.056594701,8.2,7.7,8.8,10.8,13.9,14.5,14.6,14.8,14.2,14.3,15.5,15.0,14.2,12.9,12.9,11.1,9.7,8.9,8.4,8.7,8.9,8.8,9.1,9.0,9.1,8.9,8.5,8.3,7.9,8.1,8.002330838,7.45347639,6.796918889,6.422931561,,,,,
 FAO Winter 2024 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6.4 , 6.2 , 6.9 , 7.0 , 6.9 ,6.815583023
